Account ID,Campaign ID,Close Date,Closed Lost Reason,Contact ID,Created By ID,Created Date,Fiscal Quarter,Fiscal Year,Forecast Category,Industry,Interface Type,Last Activity,Last Stage Change Date,LDO,Lead Application,Lead Source,Opportunity ID,Owner ID,Primary Application,Primary Contact,Product Category,Product of Interest,Stage,Amount,Probability (%)
0013100001ho1ogAAA,No Campaign,28-12-2018,Non Responsive,Unknown Contact,00531000007KAu8AAG,23-06-2016,4,2018,Omitted,Biotechnology,Unknown,18-04-2019,11-06-2019,FALSE,Amino Acids & Metobolites;Cell Lysates,Trade Show,0063100000cikKvAAI,0055A000009sZg0QAE,Metabolomics,0033100002xUIPkAAO,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jb0TpAAI,No Campaign,29-03-2018,Contact has moved,0033100003APiDUAA1,00531000007KAu8AAG,23-06-2016,1,2018,Omitted,Biotechnology,Unknown,No Activity Recorded,29-03-2018,FALSE,Biotherapeutics,Trade Show,0063100000cikLFAAY,0055A000008iLoJQAU,Biotherapeutics,00331000030PCIPAA4,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001kVrlTAAS,No Campaign,28-12-2018,Other,Unknown Contact,00531000007KAu8AAG,23-06-2016,4,2018,Omitted,Biotechnology,Unknown,22-07-2016,11-06-2019,FALSE,Proteomics and Peptide Mapping,Referral,0063100000cikLZAAY,0055A000009sZg0QAE,Proteomics,0033100002wCXZkAAO,System,ZipChip,Closed Lost,"$57,394.00 ",0
0013100001jb0YLAAY,No Campaign,29-06-2018,Duplicate opportunity,00331000030OaXYAA0,00531000007KAu8AAG,23-06-2016,2,2018,Omitted,Biotechnology,Unknown,02-10-2017,16-03-2018,FALSE,Proteomics and Peptide Mapping,Trade Show,0063100000cikMcAAI,0055A000008zqzaQAA,Proteomics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jb0YzAAI,70131000001YBOMAA4,14-02-2020,Lost or No Budget,00331000030OaYgAAK,00531000007KAu8AAG,23-06-2016,1,2020,Omitted,Consulting,Manual-Classic,31-05-2019,07-10-2019,FALSE,Metabolomics,Trade Show,0063100000cikMwAAI,0055A000008zqzaQAA,Metabolomics,00331000030OaYgAAK,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001frZqgAAE,No Campaign,01-03-2020,Non Responsive,00331000030OaaNAAS,00531000007KAu8AAG,23-06-2016,1,2020,Omitted,Energy,Unknown,No Activity Recorded,22-01-2020,FALSE,Intact Proteins & Antibodies,Trade Show,0063100000cikNpAAI,0055A000009GjocQAC,Biotherapeutics,00331000030OaaNAAS,System,ZipChip,Closed Lost,"$54,805.00 ",0
001i000001MZMTqAAP,70131000001YBORAA4,31-12-2016,Lost or No Budget,00331000030O2B6AAK,00531000007KAsvAAG,23-06-2016,4,2016,Omitted,Transportation,Unknown,11-05-2018,06-01-2020,FALSE,Not Specified,Trade Show,0063100000cipxZAAQ,00531000007KAsvAAG,CWAs,No Primary Contact,Uncategorized,Product Not Specified,Closed Lost,"$71,500.00 ",0
0013100001jbAqMAAU,70131000001YBOMAA4,01-03-2020,Non Responsive,00331000030OqrFAAS,00531000007KAu8AAG,24-06-2016,1,2020,Omitted,Biotechnology,Unknown,27-05-2019,22-01-2020,FALSE,Proteomics and Peptide Mapping;Metabolomics,Trade Show,0063100000ciqfBAAQ,0055A000009GjocQAC,Proteomics,00331000030OqrFAAS,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001k5ZyRAAU,No Campaign,16-08-2017,Not Applicable,00331000030Oqt1AAC,00531000007KAu8AAG,24-06-2016,3,2017,Closed,Hospitality,Auto-Classic,22-08-2017,10-03-2018,FALSE,Peptide Mapping;Biotherapeutics,Trade Show,0063100000ciqfQAAQ,0055A000008zqzaQAA,Biotherapeutics,No Primary Contact,System,ZipChip,Closed Won,"$47,655.00 ",100
0013100001jbAu9AAE,No Campaign,22-06-2021,Not Applicable,00331000030Oqu4AAC,00531000007KAu8AAG,24-06-2016,2,2021,Omitted,Energy,Unknown,No Activity Recorded,22-06-2021,FALSE,Cell Lysates,Trade Show,0063100000ciqfaAAA,0055A00000Bd0KeQAJ,Proteomics,00331000030Oqu4AAC,System,ZipChip,Closed Lost,"$51,805.00 ",0
0013100001jbAvCAAU,70131000001YBOMAA4,26-03-2018,Duplicate opportunity,00331000030OqvCAAS,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Energy,Unknown,No Activity Recorded,15-10-2018,FALSE,Metabolomics,Trade Show,0063100000ciqfpAAA,0055A000008iLoJQAU,Metabolomics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$34,694.00 ",0
0013100001jb0YzAAI,No Campaign,27-12-2019,Incompatible Mass Spec,00331000030Oqw5AAC,00531000007KAu8AAG,24-06-2016,4,2019,Omitted,Hospitality,Unknown,19-07-2016,10-05-2019,FALSE,Amino Acids & Metobolites,Trade Show,0063100000ciqfzAAA,0055A000008zqzaQAA,Metabolomics,00331000030Oqw5AAC,System,ZipChip,Closed Lost,"$49,804.00 ",0
0013100001k9FSCAA2,No Campaign,23-04-2019,Duplicate opportunity,Unknown Contact,00531000007KAu8AAG,24-06-2016,2,2019,Omitted,Electronics,Auto-Classic,No Activity Recorded,23-04-2019,FALSE,Biotherapeutics,Trade Show,0063100000ciqgEAAQ,0055A000009sZg0QAE,Biotherapeutics,00331000030OrzFAAS,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001fqyXRAAY,No Campaign,30-09-2020,Non Responsive,00331000030OqzEAAS,00531000007KAu8AAG,24-06-2016,3,2020,Omitted,Education,Auto-Classic,16-05-2019,18-05-2020,FALSE,Proteomics and Peptide Mapping,Trade Show,0063100000ciqgOAAQ,0055A000008zqzaQAA,Proteomics,00331000030OqzEAAS,System,ZipChip,Closed Lost,"$51,805.00 ",0
0013100001jbAzYAAU,No Campaign,01-04-2020,Incompatible Mass Spec,00331000030Or0WAAS,00531000007KAu8AAG,24-06-2016,2,2020,Omitted,Construction,Unknown,No Activity Recorded,13-02-2020,FALSE,Biotherapeutics,Trade Show,0063100000ciqgYAAQ,0055A000009GjocQAC,Biotherapeutics,00331000030Or0WAAS,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbB07AAE,No Campaign,31-12-2021,Not Applicable,00331000030Or1eAAC,00531000007KAu8AAG,24-06-2016,4,2021,Pipeline,Transportation,Auto-Classic,05-05-2021,10-02-2020,FALSE,Biotherapeutics;Proteomics and Peptide Mapping,Trade Show,0063100000ciqgiAAA,0055A000008zqzaQAA,Biotherapeutics,00331000030Or1eAAC,System,ZipChip,Funnel,"$5,797.50 ",5
0013100001ho6TMAAY,No Campaign,01-03-2020,Non Responsive,00331000030Or31AAC,00531000007KAu8AAG,24-06-2016,1,2020,Omitted,Biotechnology,Unknown,04-02-2020,04-02-2020,FALSE,Proteomics and Peptide Mapping,Trade Show,0063100000ciqlGAAQ,0055A000009GjocQAC,Proteomics,00331000030Or31AAC,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbB1yAAE,No Campaign,01-03-2020,Other,00331000030Or3VAAS,00531000007KAu8AAG,24-06-2016,1,2020,Omitted,Biotechnology,Manual-Classic,17-04-2019,22-01-2020,FALSE,Metabolomics,Trade Show,0063100000ciqlQAAQ,0055A000009GjocQAC,Metabolomics,00331000030Or3VAAS,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001ho1i9AAA,No Campaign,01-03-2020,Non Responsive,00331000030Or4nAAC,00531000007KAu8AAG,24-06-2016,1,2020,Omitted,Hospitality,Unknown,27-05-2019,24-01-2020,FALSE,Biotherapeutics,Trade Show,0063100000ciqlkAAA,0055A000009GjocQAC,Biotherapeutics,00331000030Or4nAAC,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbB3pAAE,70131000001YBOMAA4,29-06-2018,Non Responsive,00331000030Or5bAAC,00531000007KAu8AAG,24-06-2016,2,2018,Omitted,Hospitality,Unknown,No Activity Recorded,26-03-2018,FALSE,Proteomics and Peptide Mapping,Trade Show,0063100000ciqlzAAA,0055A000008iLoJQAU,Proteomics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbB4iAAE,No Campaign,05-03-2018,Non Responsive,00331000030Or78AAC,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Hospitality,Unknown,No Activity Recorded,16-03-2018,FALSE,Proteomics and Peptide Mapping,Trade Show,0063100000ciqmYAAQ,0055A000008iLoJQAU,Proteomics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001k6h7IAAQ,No Campaign,26-03-2018,Non Responsive,00331000030Or8GAAS,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Hospitality,Unknown,10-08-2017,26-03-2018,FALSE,Biotherapeutics,Trade Show,0063100000ciqmiAAA,0055A000008iLoJQAU,Biotherapeutics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$72,600.00 ",0
0013100001gZda5AAC,No Campaign,26-02-2018,Not Applicable,00331000030Or9EAAS,00531000007KAu8AAG,24-06-2016,1,2018,Closed,Telecommunications,Auto-Classic,23-08-2017,10-03-2018,FALSE,Biotherapeutics;Proteomics and Peptide Mapping,Trade Show,0063100000ciqmnAAA,0055A000008zqzaQAA,Biotherapeutics,00331000030Or9EAAS,System,ZipChip,Closed Won,"$63,950.00 ",100
0013100001jbB81AAE,70131000001YBOMAA4,26-03-2018,Other,00331000030OrBFAA0,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Telecommunications,Unknown,No Activity Recorded,26-03-2018,FALSE,Proteomics and Peptide Mapping,Trade Show,0063100000ciqnHAAQ,0055A000008iLoJQAU,Proteomics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001fr79BAAQ,No Campaign,05-03-2018,Duplicate opportunity,00331000030OrKgAAK,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Telecommunications,Unknown,22-08-2017,15-03-2018,FALSE,Intact Proteins & Antibodies,Trade Show,0063100000ciqp8AAA,0055A000008iLoJQAU,Biotherapeutics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001gX5PDAA0,No Campaign,29-12-2017,Non Responsive,00331000030OrLFAA0,00531000007KAu8AAG,24-06-2016,4,2017,Omitted,Telecommunications,Unknown,No Activity Recorded,11-06-2019,FALSE,Biotherapeutics,Trade Show,0063100000ciqpNAAQ,0055A000009sZg0QAE,Biotherapeutics,00331000030OrLFAA0,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbAvCAAU,No Campaign,29-03-2019,Duplicate opportunity,00331000030OrMIAA0,00531000007KAu8AAG,24-06-2016,1,2019,Omitted,Telecommunications,Unknown,06-08-2018,15-10-2018,FALSE,Amino Acids & Metobolites;Intact Proteins & Antibodies,Trade Show,0063100000ciqpXAAQ,0055A000008iLoJQAU,Biotherapeutics,00331000030OrMIAA0,Uncategorized,ZipChip,Closed Lost,"$65,700.00 ",0
0013100001jbBHXAA2,70131000001YBOMAA4,26-03-2018,Non Responsive,00331000030OrNBAA0,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Telecommunications,Unknown,No Activity Recorded,26-03-2018,FALSE,Proteomics and Peptide Mapping,Trade Show,0063100000ciqphAAA,0055A000008iLoJQAU,Proteomics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001frK2lAAE,No Campaign,28-12-2018,Non Responsive,00331000030OrOOAA0,00531000007KAu8AAG,24-06-2016,4,2018,Omitted,Telecommunications,Unknown,23-04-2019,11-06-2019,FALSE,Biotherapeutics,Trade Show,0063100000ciqprAAA,0055A000009sZg0QAE,Biotherapeutics,00331000030OrOOAA0,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001k6zYMAAY,No Campaign,29-12-2017,Non Responsive,00331000030OrOiAAK,00531000007KAu8AAG,24-06-2016,4,2017,Omitted,Telecommunications,Unknown,No Activity Recorded,11-06-2019,FALSE,Metabolomics,Trade Show,0063100000ciqpwAAA,0055A000009sZg0QAE,Metabolomics,00331000030OrOiAAK,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001frK2lAAE,No Campaign,30-06-2017,Other,00331000030OrPMAA0,00531000007KAu8AAG,24-06-2016,2,2017,Omitted,Telecommunications,Unknown,22-07-2016,16-04-2019,FALSE,Proteomics and Peptide Mapping,Trade Show,0063100000ciqq6AAA,0055A000009sZg0QAE,Proteomics,00331000030OrPMAA0,Uncategorized,ZipChip,Closed Lost,"$53,555.00 ",0
0013100001jbBKvAAM,70131000001YBx9AAG,29-11-2016,Not Applicable,00331000030OrRcAAK,00531000007KAu8AAG,24-06-2016,4,2016,Closed,Telecommunications,Manual-Classic,22-06-2017,10-03-2018,FALSE,Not Specified,Trade Show,0063100000ciqqLAAQ,0055A000008zqzaQAA,Other,00331000030OrRcAAK,System,ZipChip,Closed Won,"$28,500.00 ",100
0013100001gZd3uAAC,No Campaign,26-03-2018,Non Responsive,00331000030OrSuAAK,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Telecommunications,Unknown,22-08-2017,26-03-2018,FALSE,Biotherapeutics,Trade Show,0063100000ciqqpAAA,0055A000008iLoJQAU,Biotherapeutics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001gZd3uAAC,No Campaign,28-02-2018,Duplicate opportunity,00331000030OrTJAA0,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Telecommunications,Unknown,No Activity Recorded,15-03-2018,FALSE,Biotherapeutics;Proteomics and Peptide Mapping,Trade Show,0063100000ciqr9AAA,0055A000008iLoJQAU,Biotherapeutics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001gZd3uAAC,No Campaign,26-03-2018,Non Responsive,00331000030OrU2AAK,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Telecommunications,Unknown,No Activity Recorded,26-03-2018,FALSE,Biotherapeutics,Trade Show,0063100000ciqrTAAQ,0055A000008iLoJQAU,Biotherapeutics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbBNBAA2,No Campaign,01-03-2020,Non Responsive,00331000030OrUWAA0,00531000007KAu8AAG,24-06-2016,1,2020,Omitted,Telecommunications,Unknown,27-05-2019,24-01-2020,FALSE,Proteomics and Peptide Mapping,Trade Show,0063100000ciqriAAA,0055A000009GjocQAC,Proteomics,00331000030OrUWAA0,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001qvZsSAAU,No Campaign,31-12-2018,Non Responsive,00331000030OrVeAAK,00531000007KAu8AAG,24-06-2016,4,2018,Omitted,Telecommunications,Unknown,No Activity Recorded,26-03-2018,FALSE,Biotherapeutics,Trade Show,0063100000ciqsWAAQ,0055A000008iLoJQAU,Biotherapeutics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001qvZsSAAU,No Campaign,26-03-2018,Non Responsive,00331000030OrWNAA0,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Transportation,Unknown,No Activity Recorded,26-03-2018,FALSE,Biotherapeutics,Trade Show,0063100000ciqsqAAA,0055A000008iLoJQAU,Biotherapeutics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001gX5LzAAK,No Campaign,28-12-2018,Non Responsive,00331000030OrY9AAK,00531000007KAu8AAG,24-06-2016,4,2018,Omitted,Transportation,Auto-Classic,22-04-2019,11-06-2019,FALSE,Metabolomics,Trade Show,0063100000ciqtPAAQ,0055A000009sZg0QAE,Metabolomics,00331000030OrY9AAK,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001k7nYcAAI,No Campaign,26-03-2018,Non Responsive,00331000030OrayAAC,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Transportation,Unknown,No Activity Recorded,26-03-2018,FALSE,Not Specified,Trade Show,0063100000ciqtyAAA,0055A000008iLoJQAU,Biotherapeutics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbBS1AAM,No Campaign,31-12-2020,Other,00331000030OrbhAAC,00531000007KAu8AAG,24-06-2016,4,2020,Omitted,Transportation,Manual-Classic,10-02-2020,11-02-2020,FALSE,Cell Lysates,Trade Show,0063100000ciqu8AAA,0055A000008iLoJQAU,Metabolomics,00331000030OrbhAAC,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001puTb4AAE,70131000001YBOMAA4,01-03-2020,Duplicate opportunity,00331000030OrcGAAS,00531000007KAu8AAG,24-06-2016,1,2020,Omitted,Energy,Unknown,02-06-2019,22-01-2020,FALSE,Biotherapeutics;Metabolomics,Trade Show,0063100000ciquNAAQ,0055A000009GjocQAC,Biotherapeutics,00331000030OrcGAAS,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001fqz0JAAQ,No Campaign,28-12-2018,Non Responsive,00331000030Ord4AAC,00531000007KAu8AAG,24-06-2016,4,2018,Omitted,Electronics,Unknown,No Activity Recorded,11-06-2019,FALSE,Proteomics and Peptide Mapping,Trade Show,0063100000ciquSAAQ,0055A000009sZg0QAE,Proteomics,00331000030Ord4AAC,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001k6JWfAAM,No Campaign,01-03-2020,Non Responsive,00331000030OrdTAAS,00531000007KAu8AAG,24-06-2016,1,2020,Omitted,Electronics,Unknown,No Activity Recorded,22-01-2020,FALSE,Biotherapeutics,Trade Show,0063100000ciquXAAQ,0055A000009GjocQAC,Biotherapeutics,00331000030OrdTAAS,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001puTb4AAE,70131000001YBOMAA4,30-06-2017,Duplicate opportunity,00331000030Ore7AAC,00531000007KAu8AAG,24-06-2016,2,2017,Omitted,Energy,Unknown,No Activity Recorded,10-03-2018,FALSE,Not Specified,Trade Show,0063100000ciquhAAA,0055A000008zqzaQAA,Biotherapeutics,00331000030Ore7AAC,Uncategorized,ZipChip,Closed Lost,"$48,555.00 ",0
0013100001k6JWfAAM,No Campaign,01-07-2020,Non Responsive,00331000030OreWAAS,00531000007KAu8AAG,24-06-2016,3,2020,Omitted,Hospitality,Unknown,24-01-2020,26-02-2020,FALSE,Biotherapeutics,Trade Show,0063100000ciqurAAA,0055A000009GjocQAC,Biotherapeutics,00331000030OreWAAS,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbBUHAA2,No Campaign,30-09-2020,Non Responsive,00331000030OrfAAAS,00531000007KAu8AAG,24-06-2016,3,2020,Omitted,Energy,Manual-Classic,No Activity Recorded,18-05-2020,FALSE,Biotherapeutics;Proteomics and Peptide Mapping,Trade Show,0063100000ciquwAAA,0055A000008zqzaQAA,Biotherapeutics,00331000030OrfAAAS,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001ho6TMAAY,70131000001YBOMAA4,30-03-2020,Non Responsive,00331000030OriJAAS,00531000007KAu8AAG,24-06-2016,1,2020,Omitted,Education,Auto-Ti,04-02-2020,04-02-2020,FALSE,Not Specified,Trade Show,0063100000ciqyZAAQ,0055A000009GjocQAC,Metabolomics;Other,00331000030OriJAAS,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001gWxtDAAS,No Campaign,28-12-2018,Duplicate opportunity,00331000030Ort7AAC,00531000007KAu8AAG,24-06-2016,4,2018,Omitted,Transportation,Unknown,02-04-2019,02-04-2019,FALSE,Amino Acids & Metobolites,Trade Show,0063100000cir0QAAQ,0055A000008zqzaQAA,Metabolomics,00331000030Ort7AAC,System,ZipChip,Closed Lost,"$56,177.14 ",0
0013100001hoCikAAE,No Campaign,26-03-2018,Non Responsive,Unknown Contact,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Education,Unknown,No Activity Recorded,26-03-2018,FALSE,Intact Proteins & Antibodies,Trade Show,0063100000cir0fAAA,0055A000008iLoJQAU,Biotherapeutics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001ho6BfAAI,No Campaign,28-09-2018,Lost or No Budget,00331000030OruFAAS,00531000007KAu8AAG,24-06-2016,3,2018,Omitted,Apparel,Unknown,25-05-2017,06-07-2018,FALSE,Biotherapeutics,Trade Show,0063100000cir0kAAA,0055A000008zqzaQAA,Biotherapeutics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$57,394.00 ",0
0013100001jbBeMAAU,No Campaign,31-12-2021,Not Applicable,00331000030OrujAAC,00531000007KAu8AAG,24-06-2016,4,2021,Pipeline,Energy,Auto-Ti,25-08-2020,27-11-2019,FALSE,Metabolomics,Trade Show,0063100000cir14AAA,0055A000008zqzaQAA,Metabolomics,00331000030OrujAAC,System,ZipChip,Funnel,"$57,394.00 ",5
0013100001jbBzCAAU,70131000001YBOMAA4,24-11-2017,Contact has moved,00331000030Orx4AAC,00531000007KAu8AAG,24-06-2016,4,2017,Omitted,Energy,Unknown,No Activity Recorded,10-03-2018,FALSE,Not Specified,Trade Show,0063100000cir19AAA,0055A000008zqzaQAA,Biotherapeutics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbBzlAAE,No Campaign,01-01-2020,Non Responsive,00331000030OrxnAAC,00531000007KAu8AAG,24-06-2016,1,2020,Omitted,Hospitality,Unknown,19-12-2019,19-12-2019,FALSE,Biotherapeutics,Trade Show,0063100000cir1OAAQ,0055A000009GjocQAC,Biotherapeutics,00331000030OrxnAAC,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbBzlAAE,No Campaign,08-05-2017,Not Applicable,00331000030OryMAAS,00531000007KAu8AAG,24-06-2016,2,2017,Closed,Communications,Auto-Classic,22-07-2016,10-03-2018,FALSE,Intact Proteins & Antibodies,Trade Show,0063100000cir1TAAQ,0055A00000Bnt5hQAB,Biotherapeutics,00331000030OryMAAS,System,ZipChip,Closed Won,"$53,905.00 ",100
0013100001fsBp7AAE,No Campaign,23-04-2019,Duplicate opportunity,Unknown Contact,00531000007KAu8AAG,24-06-2016,2,2019,Omitted,Biotechnology,Auto-Classic,23-04-2019,23-04-2019,FALSE,Biotherapeutics,Field Sales,0063100000cir1iAAA,0055A000009sZg0QAE,Biotherapeutics,0033100002wfndhAAA,System,ZipChip,Closed Lost,"$57,394.00 ",0
0013100001jbC1wAAE,70131000001YBOMAA4,30-03-2020,Non Responsive,00331000030Os0NAAS,00531000007KAu8AAG,24-06-2016,1,2020,Omitted,Energy,Unknown,04-02-2020,04-02-2020,FALSE,Proteomics and Peptide Mapping,Trade Show,0063100000cir1nAAA,0055A000009GjocQAC,Proteomics,00331000030Os0NAAS,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbC2pAAE,No Campaign,21-02-2018,Non Responsive,00331000030Os1VAAS,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Transportation,Unknown,No Activity Recorded,15-03-2018,FALSE,Cell Lysates,Trade Show,0063100000cir27AAA,0055A000008iLoJQAU,Metabolomics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbC4UAAU,70131000001YBOMAA4,31-12-2018,Lost or No Budget,00331000030Os2sAAC,00531000007KAu8AAG,24-06-2016,4,2018,Omitted,Transportation,Unknown,18-04-2019,23-04-2018,FALSE,Not Specified,Trade Show,0063100000cir2CAAQ,0055A000008iLoJQAU,Proteomics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001puTPkAAM,70131000001YBOMAA4,26-03-2018,Non Responsive,00331000030Os45AAC,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Transportation,Unknown,No Activity Recorded,26-03-2018,FALSE,Proteomics and Peptide Mapping,Trade Show,0063100000cir2vAAA,0055A000008iLoOQAU,Proteomics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001gwzgtAAA,No Campaign,21-02-2018,Duplicate opportunity,00331000030Os4yAAC,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Transportation,Unknown,No Activity Recorded,15-03-2018,FALSE,Cell Lysates,Trade Show,0063100000cir35AAA,0055A000008iLoJQAU,Metabolomics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbC7TAAU,70131000001YBOMAA4,30-09-2020,Non Responsive,00331000030Os5wAAC,00531000007KAu8AAG,24-06-2016,3,2020,Omitted,Agriculture,Auto-Classic,No Activity Recorded,18-05-2020,FALSE,Metabolomics,Trade Show,0063100000cir3AAAQ,0055A000008zqzaQAA,Metabolomics,00331000030Os5wAAC,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001p4YI2AAM,70131000001YBOMAA4,19-02-2018,Duplicate opportunity,00331000030Os6QAAS,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Agriculture,Unknown,05-06-2018,15-03-2018,FALSE,Intact Proteins & Antibodies;Proteomics and Peptide Mapping,Trade Show,0063100000cir3FAAQ,0055A000008iLoJQAU,Proteomics,00331000031XsJMAA0,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbC8CAAU,70131000001YBOMAA4,06-02-2018,Other,00331000030Os6pAAC,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Agriculture,Unknown,No Activity Recorded,15-03-2018,FALSE,Metabolomics,Trade Show,0063100000cir3KAAQ,0055A000008iLoJQAU,Metabolomics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbC8lAAE,70131000001YBOMAA4,13-01-2020,Non Responsive,00331000030Os7TAAS,00531000007KAu8AAG,24-06-2016,1,2020,Omitted,Agriculture,Unknown,19-12-2019,19-12-2019,FALSE,Amino Acids & Metobolites;Cell Lysates,Trade Show,0063100000cir3UAAQ,0055A000009GjocQAC,Biotherapeutics;Proteomics;Metabolomics,00331000030Os7TAAS,System,ZipChip,Closed Lost,"$54,805.00 ",0
0013100001jbC90AAE,70131000001YBOMAA4,06-03-2018,Contact has moved,00331000030Os7nAAC,00531000007KAu8AAG,24-06-2016,1,2018,Omitted,Agriculture,Unknown,No Activity Recorded,15-03-2018,FALSE,Not Specified,Trade Show,0063100000cir3oAAA,0055A000008iLoJQAU,Proteomics,No Primary Contact,Uncategorized,ZipChip,Closed Lost,"$51,805.00 ",0
0013100001jbHFyAAM,No Campaign,30-06-2016,Duplicate opportunity,00331000030Oyi2AAC,00531000007KgPgAAK,24-06-2016,2,2016,Omitted,Agriculture,Unknown,No Activity Recorded,06-01-2020,FALSE,Not Specified,Inside Sales,0063100000cj7xQAAQ,00531000007KgPgAAK,No Application Selected,No Primary Contact,Uncategorized,Product Not Specified,Closed Lost,$0.00,0
0013100001jbHFyAAM,No Campaign,31-12-2020,Not Applicable,Unknown Contact,00531000007KgPgAAK,24-06-2016,4,2020,Pipeline,Agriculture,Unknown,No Activity Recorded,06-01-2020,TRUE,Not Specified,Inside Sales,0063100000cj7xpAAA,00531000007KgPgAAK,No Application Selected,No Primary Contact,Uncategorized,Product Not Specified,Qualified Opportunity,"$6,59,930.00 ",10
0013100001jbHWuAAM,No Campaign,24-06-2016,Duplicate opportunity,Unknown Contact,00531000007KgPgAAK,24-06-2016,2,2016,Omitted,Agriculture,Unknown,No Activity Recorded,06-01-2020,FALSE,Not Specified,Inside Sales,0063100000cj8IfAAI,00531000007KgPgAAK,No Application Selected,No Primary Contact,Uncategorized,Product Not Specified,Closed Lost,"$71,824.00 ",0
